lon,lat
-73.433716,39.483276
-73.4104,39.48307
-73.387115,39.48285
-73.3638,39.482624
-73.340515,39.4824
-73.3172,39.482174
-73.293884,39.481934
-73.2706,39.481693
-73.247284,39.481453
-73.45676,39.50147
-73.43344,39.50126
-73.41016,39.50105
-73.38684,39.50084
-73.363525,39.500614
-73.34021,39.500393
-73.316895,39.500156
-73.29358,39.499924
-73.27026,39.499683
-73.24698,39.49944
-73.45648,39.519455
-73.43317,39.51925
-73.40985,39.51904
-73.386536,39.51882
-73.36322,39.5186
-73.339905,39.51837
-73.31659,39.518147
-73.293274,39.517902
-73.26996,39.51767
-73.24664,39.51742
-73.22333,39.517178
-73.20001,39.516922
-73.45624,39.53745
-73.43292,39.53724
-73.40958,39.53702
-73.38626,39.536808
-73.362946,39.536583
-73.33963,39.536358
-73.316284,39.536125
-73.29297,39.535896
-73.26965,39.535656
-73.24634,39.535408
-73.22302,39.535164
-73.19971,39.534904
-73.17636,39.534645
-73.153046,39.53438
-73.12973,39.53412
-73.43262,39.555225
-73.4093,39.55501
-73.38599,39.554794
-73.36264,39.554577
-73.339325,39.554348
-73.31598,39.55412
-73.29266,39.55388
-73.26935,39.553635
-73.246,39.553394
-73.22269,39.553146
-73.19934,39.552895
-73.176025,39.552635
-73.15271,39.552376
-73.129395,39.5521
-73.43237,39.57321
-73.40903,39.572994
-73.38568,39.572784
-73.362366,39.572556
-73.33902,39.57233
-73.315704,39.572098
-73.29236,39.571865
-73.26904,39.57163
-73.2457,39.571377
-73.22235,39.571133
-73.199036,39.570877
-73.17569,39.570618
-73.15234,39.570354
-73.12903,39.57009
-73.4321,39.59119
-73.40875,39.59098
-73.38541,39.590763
-73.36206,39.590546
-73.338745,39.590317
-73.3154,39.590088
-73.29205,39.58985
-73.26871,39.589607
-73.24536,39.58937
-73.222046,39.589115
-73.1987,39.588867
-73.175354,39.588608
-73.15201,39.58835
-73.12866,39.58807
-73.10535,39.587807
-73.40848,39.60897
-73.38513,39.608753
-73.361786,39.60853
-73.33844,39.60831
-73.315094,39.608074
-73.29175,39.607838
-73.2684,39.6076
-73.245056,39.607357
-73.22171,39.607098
-73.198364,39.60685
-73.17502,39.606594
-73.15167,39.60633
-73.12833,39.60606
-73.29144,39.625824
-73.26807,39.625584
-73.24475,39.62534
-73.221375,39.62509
-73.19803,39.624832
-73.29114,39.643806
-73.26776,39.643566
-73.244415,39.64332
-73.29083,39.661797
-73.64694,39.197174
-73.64673,39.215164
-73.623505,39.214996
-73.646515,39.23315
-73.62329,39.23299
-73.60007,39.232807
-73.6463,39.25114
-73.62308,39.25097
-73.59985,39.25079
-73.64609,39.269127
-73.62286,39.26896
-73.59961,39.26878
-73.576385,39.2686
-73.645874,39.287113
-73.62262,39.28694
-73.599396,39.28677
-73.57614,39.286587
-73.64563,39.305103
-73.622406,39.30493
-73.59915,39.304752
-73.57593,39.30458
-73.55267,39.304394
-73.64545,39.323086
-73.62219,39.32292
-73.59894,39.322746
-73.57568,39.322567
-73.55243,39.32238
-73.529175,39.32219
-73.6452,39.341072
-73.62195,39.34091
-73.598694,39.340725
-73.57544,39.340557
-73.552185,39.340374
-73.52893,39.340183
-73.64499,39.359066
