date,direction,speed
2022-03-01,153.11919447372418,7.6183805
2022-03-02,257.5316989015278,9.701602
2022-03-03,286.66771495729313,11.832714
2022-03-04,26.93542643538286,8.19316
2022-03-05,170.33700854105913,4.5045958
2022-03-06,215.65830894941587,18.977148
2022-03-07,227.90814394280702,21.506979
2022-03-08,293.2394770898693,12.822635
2022-03-09,106.81217846719522,9.669764
2022-03-10,31.044883174054608,7.759465
2022-03-11,96.06178856267532,3.557994
2022-03-12,231.67283493029134,13.302854
2022-03-13,282.3048086815424,14.949375
2022-03-14,236.72593182167182,10.262409
2022-03-15,226.85102190458582,12.2602415
2022-03-16,171.48512235940325,9.260922
2022-03-17,121.0015549584382,10.23267
2022-03-18,296.5780872165498,7.4483643
2022-03-19,200.16446194934883,17.77088
2022-03-20,275.72163330286315,14.18619
2022-03-21,300.3606254883354,11.607336
2022-03-22,325.74477082168846,6.6599336
2022-03-23,94.74613703417995,9.430028
2022-03-24,187.04644161055737,17.54453
2022-03-25,259.05779538854046,11.934131
2022-03-26,270.9738390371931,10.635226
2022-03-27,282.76165954455706,14.139462
2022-03-28,300.3747844704848,14.45578
2022-03-29,313.72653729776874,10.81911
2022-03-30,345.758892509757,5.802463
2022-03-31,196.6768580761136,23.387983
2022-04-01,264.91932030027283,18.375195
2022-04-02,287.3681371962996,9.564439
2022-04-03,208.64359538878605,9.42264
2022-04-04,297.03191230576215,10.317452
2022-04-05,191.73196504156445,8.299257
2022-04-06,97.30570261431804,16.71113
2022-04-07,114.04749347763811,17.284664
2022-04-08,251.37651000643075,11.436232
2022-04-09,228.6544377322793,8.839953
2022-04-10,300.2051977035826,11.463864
2022-04-11,297.47762313024054,8.248736
2022-04-12,246.92765946035377,10.131035
2022-04-13,199.7594727127021,8.36525
2022-04-14,221.57404507259065,19.385155
2022-04-15,317.7901822501299,9.4797945
2022-04-16,201.77015746094878,16.472235
2022-04-17,338.10794426661954,9.424384
2022-04-18,65.81142031363328,11.341732
2022-04-19,264.2791744806917,20.559511
2022-04-20,274.24868934797155,10.822692
2022-04-21,194.86909824810797,8.023656
2022-04-22,277.60520823065593,8.707191
2022-04-23,75.24986065218796,5.175897
2022-04-24,126.74679589955112,8.515883
2022-04-25,108.32966891585363,11.724441
2022-04-26,180.91305467929098,13.263848
2022-04-27,313.45409812724984,12.019894
2022-04-28,324.23735831715044,12.902053
2022-04-29,332.13569857334664,11.370457
2022-04-30,5.275620612558101,7.8302865
2022-05-01,222.15610013328077,7.7471166
2022-05-02,213.53171589095408,8.412786
2022-05-03,55.49945342174731,7.327358
2022-05-04,182.98175505434776,9.351534
2022-05-05,36.30388636324889,7.0330577
2022-05-06,131.39032732754097,7.7745085
2022-05-07,75.74522695193231,22.070738
2022-05-08,51.440832073520674,23.096136
2022-05-09,40.345555181955554,19.80372
2022-05-10,43.710178084090124,19.850016
2022-05-11,43.35127896396263,17.4421
2022-05-12,61.02202336572863,12.043826
2022-05-13,125.37566274442774,10.471378
2022-05-14,178.23694193887928,7.2219057
2022-05-15,210.65359711811575,5.331019
2022-05-16,221.39824966373286,11.216278
2022-05-17,277.45373512543256,10.936592
2022-05-18,316.4238780387497,7.725305
2022-05-19,222.1202416401382,11.889848
2022-05-20,205.01904622269208,10.365561
2022-05-21,235.4155327086482,13.644635
2022-05-22,231.53539786381234,14.665603
2022-05-23,18.01913186076084,11.613352
2022-05-24,83.65813770917548,7.9225464
2022-05-25,80.91495615357994,9.514024
2022-05-26,127.17416083591881,10.135922
2022-05-27,194.9403644419079,14.093252
2022-05-28,226.56019244972666,11.279808
2022-05-29,14.92480857238765,6.0070696
2022-05-30,221.61461639626052,6.385838
2022-05-31,243.60949208985906,10.181792
2022-06-01,21.292991794109692,8.647902
2022-06-02,136.30598715244247,4.146684
2022-06-03,300.97530836269067,4.6533594
2022-06-04,332.2223070795697,5.3286233
2022-06-05,73.65387083939859,9.584001
2022-06-06,92.88200765495422,3.4034379
2022-06-07,172.51096213122582,11.035948
2022-06-08,205.89464915353102,13.166025
2022-06-09,216.21382189499136,13.129351
2022-06-10,288.7634219003281,7.6061864
2022-06-11,264.2179554951609,7.1465716
2022-06-12,183.83887549329265,8.808575
2022-06-13,222.4082570570593,7.831216
2022-06-14,39.34762697817626,6.865036
2022-06-15,59.12491100300091,5.095762
2022-06-16,158.21248019818103,8.947434
2022-06-17,235.17296537046437,13.925302
2022-06-18,321.49726400705975,11.019166
2022-06-19,332.01051998888056,11.674261
2022-06-20,314.40519513898494,7.39133
2022-06-21,230.3050349074829,7.413252
2022-06-22,174.22085900880347,11.987613
2022-06-23,103.82588998847142,8.075311
2022-06-24,77.15146044920039,3.822284
2022-06-25,233.79690081876024,6.972486
2022-06-26,217.02856784032548,9.022714
2022-06-27,205.10063966251704,14.884033
2022-06-28,5.608541108177447,6.661643
2022-06-29,227.8743481667938,5.504423
2022-06-30,229.5658581751258,8.435992
2022-07-01,217.59167595625803,13.699121
2022-07-02,218.86722744413623,16.059143
2022-07-03,225.23068246740536,10.089977
2022-07-04,41.73899231981361,4.8055997
2022-07-05,204.5139400731913,8.672276
2022-07-06,246.5753583029645,10.639042
2022-07-07,94.37413761122437,6.051809
2022-07-08,63.480556787663886,4.726395
2022-07-09,150.42618748777156,5.89901
2022-07-10,63.037974189825405,5.477063
2022-07-11,126.02353350796012,4.0717516
2022-07-12,206.20885151572995,11.135428
2022-07-13,243.1763078323185,6.6367083
2022-07-14,226.58889290461906,5.0082273
2022-07-15,49.20576195066072,5.6155744
2022-07-16,174.77675444497248,3.4556408
2022-07-17,212.61802782530313,5.4433255
2022-07-18,206.17803370219485,11.168326
2022-07-19,245.47834795999043,9.419534
2022-07-20,247.43941821410615,8.630397
2022-07-21,218.21446626515814,14.549045
2022-07-22,253.18488455146166,7.072153
2022-07-23,238.63099452459346,7.592298
2022-07-24,222.3458974299371,10.260997
2022-07-25,213.90938437092075,17.795038
2022-07-26,250.40126827597965,7.956582
2022-07-27,193.2732928504262,3.2530766
2022-07-28,224.85137474203785,7.7703433
2022-07-29,254.37934120332432,6.1118164
2022-07-30,285.5174291387929,5.8364215
2022-07-31,259.56166527380145,5.361959
2022-08-01,230.57131666246502,7.1763997
2022-08-02,235.9863862590995,7.016104
2022-08-03,2.1337671049678506,5.745267
2022-08-04,201.41912671874516,6.0644956
2022-08-05,236.879406172322,5.8840895
2022-08-06,218.12126150374414,8.593502
2022-08-07,212.30538274623495,11.1704445
2022-08-08,213.21483609460049,12.734494
2022-08-09,227.33188088253306,12.931611
2022-08-10,21.225685402481094,5.72281
2022-08-11,239.36123736951618,5.9396033
2022-08-12,7.0003505265789245,8.730226
2022-08-13,25.647070050358156,6.3768153
2022-08-14,194.90341311849812,2.6574893
2022-08-15,83.01702200273223,4.8987784
2022-08-16,54.45572538448849,9.215816
2022-08-17,64.46972527383265,5.8942437
2022-08-18,244.70695322531836,5.3595233
2022-08-19,227.00556176474652,6.415368
2022-08-20,182.5960132907821,4.4275603
2022-08-21,110.55547730219905,5.0798426
2022-08-22,191.97233305883555,7.2811856
2022-08-23,229.31225325124322,7.849869
2022-08-24,277.985383390048,4.6436543
2022-08-25,270.5091129660654,5.458145
2022-08-26,216.02242633406925,9.671357
2022-08-27,224.92774991733694,6.694171
2022-08-28,119.40397371157223,3.7190225
2022-08-29,137.454278555705,4.2297854
2022-08-30,189.61203824773256,6.822847
2022-08-31,274.6200194123885,8.454737
2022-09-01,288.37894372175896,7.2973747
2022-09-02,44.56714825887328,7.2008195
2022-09-03,91.3461371672393,4.2619534
2022-09-04,184.30556865890128,2.740719
2022-09-05,204.46428459792529,4.2346983
2022-09-06,156.4871607534575,8.218791
2022-09-07,61.03913298959951,14.544598
2022-09-08,38.24386157811303,10.439084
2022-09-09,46.630363992026545,7.9869776
2022-09-10,104.21004031796045,3.0067532
2022-09-11,162.40444049938466,4.570224
2022-09-12,209.41211461381755,8.116225
2022-09-13,206.74978883761662,8.81101
