date,direction,speed
2022-09-14,300.4015656422205,6.4865007
2022-09-15,359.1187078951084,7.035314
2022-09-16,10.90698821294173,3.2380433
2022-09-17,124.35670780328856,2.880931
2022-09-18,211.48453061178282,7.483676
2022-09-19,232.55928420153225,9.76125
2022-09-20,280.4435753025248,8.849468
2022-09-21,321.84628325855283,5.711697
2022-09-22,229.00821421052927,13.076979
2022-09-23,338.11210726691866,13.9804
2022-09-24,311.79093681906795,9.05904
2022-09-25,224.28457832395353,11.435301
2022-09-26,238.9106361295921,9.044467
2022-09-27,276.6150561972467,6.3824253
2022-09-28,303.1961443713203,6.046073
2022-09-29,22.095030172493022,10.110022
2022-09-30,63.033165736649714,11.931708
2022-10-01,62.09337268799098,14.404235
2022-10-02,54.72066842239329,16.0474
2022-10-03,45.80193034759569,21.604774
2022-10-04,51.387713692345486,20.535347
2022-10-05,61.157158658457334,10.80733
2022-10-06,347.28225265223335,5.589614
2022-10-07,250.75891747148904,6.3621736
2022-10-08,332.5934424835953,8.22935
2022-10-09,289.74048046109846,7.29322
2022-10-10,266.5965893641853,6.4529557
2022-10-11,262.12868259032405,5.379276
2022-10-12,212.542294687786,6.091042
2022-10-13,175.68403579318195,13.089874
2022-10-14,303.871144646236,8.409843
2022-10-15,263.8543708652628,4.792842
2022-10-16,268.5003475009755,7.024628
2022-10-17,222.1636816432595,8.664087
2022-10-18,290.16773611443944,8.8868265
2022-10-19,274.1824228526441,9.170517
2022-10-20,251.14809482020718,8.899098
2022-10-21,228.1975117371838,6.0330157
2022-10-22,134.04762608451276,3.6982222
2022-10-23,46.80515877817092,13.468849
2022-10-24,102.84966471077983,8.614863
2022-10-25,148.08922460287337,4.2913747
2022-10-26,170.61185535326044,3.9647033
2022-10-27,335.2311932391625,9.047102
2022-10-28,55.29957135078147,13.47501
2022-10-29,51.5495618549181,10.075169
2022-10-30,59.69609240253239,5.898832
2022-10-31,13.118025461433348,2.6197665
2022-11-01,235.38616289521713,6.181215
2022-11-02,9.965457734912874,9.346896
2022-11-03,91.23632821595301,5.881873
2022-11-04,144.82910701013458,7.1914907
2022-11-05,184.78047171189226,11.439333
2022-11-06,194.60931883321572,13.157246
2022-11-07,245.49573079142812,10.64326
2022-11-08,13.475967501303389,14.17275
2022-11-09,63.73705088156538,10.267596
2022-11-10,122.23022402785347,3.9137712
2022-11-11,158.07968766033764,13.00334
2022-11-12,227.58215267410066,17.357798
2022-11-13,297.8497864777362,10.7455845
2022-11-14,330.0902054735423,8.423237
2022-11-15,71.2358882505657,4.478834
2022-11-16,254.35400803169276,12.012539
2022-11-17,293.22339882456305,11.797796
2022-11-18,280.16678188641004,9.648472
2022-11-19,273.99409404665937,8.47654
2022-11-20,279.8740946200966,12.810652
2022-11-21,276.79662994614233,8.133687
2022-11-22,265.5408948355007,8.560742
2022-11-23,286.6605227680971,5.6876
2022-11-24,56.956520601913205,4.156754
2022-11-25,225.3950304792142,9.707382
2022-11-26,308.92468891500715,11.296627
2022-11-27,222.96472622911858,13.164762
2022-11-28,286.92089640944715,14.196418
2022-11-29,11.112218322027688,5.400666
2022-11-30,175.42860037860183,12.925924
2022-12-01,300.09675479013026,14.376297
2022-12-02,296.01572359123685,4.980465
2022-12-03,205.3492585483055,16.811995
2022-12-04,321.08561533597225,9.350139
2022-12-05,15.008906984090725,2.9873178
2022-12-06,151.23757298003406,12.299247
2022-12-07,209.6710744060094,12.987664
2022-12-08,341.84332691237535,8.426569
2022-12-09,16.111811780318533,9.832367
2022-12-10,36.95778476872381,10.081947
2022-12-11,83.91567682201998,6.4493737
2022-12-12,350.49002623649415,10.114661
2022-12-13,352.3090601454985,7.2894816
2022-12-14,333.72810765946366,8.127303
2022-12-15,77.40306412765614,10.366354
2022-12-16,215.8478057177487,18.023262
2022-12-17,284.518691557597,13.09945
2022-12-18,301.6527265245726,7.4514275
2022-12-19,307.0498429689737,11.227732
2022-12-20,329.49006748702453,9.035723
2022-12-21,10.175172716962592,5.1706653
2022-12-22,96.76471748110717,10.547973
2022-12-23,202.53726966701126,20.568432
2022-12-24,266.1915386558361,14.849844
2022-12-25,262.81345003575285,11.384531
2022-12-26,293.04957734037544,8.728498
2022-12-27,290.5971091264231,4.5379333
2022-12-28,214.4838579216322,3.8917618
2022-12-29,227.13655113264903,9.5658
2022-12-30,232.77876550032147,9.824039
2022-12-31,211.10837843381188,11.705776
2023-01-01,278.57481505504177,10.325171
2023-01-02,280.9570416035697,6.5733247
2023-01-03,217.61000818399035,12.948007
2023-01-04,230.08885942025202,17.87688
2023-01-05,302.02355798518005,10.637399
2023-01-06,319.29926473592,7.441114
2023-01-07,301.0404956881293,9.002578
2023-01-08,335.69508261211683,6.025095
2023-01-09,263.5147123880272,7.8678966
2023-01-10,303.3565991753023,7.3012094
2023-01-11,19.063235558424008,3.648809
2023-01-12,146.4168664449741,10.204746
2023-01-13,226.2809606560782,17.989576
2023-01-14,353.86382805909955,12.265424
2023-01-15,358.58773822045913,15.891687
2023-01-16,338.98998123565667,11.810664
2023-01-17,272.0596478699283,7.9530754
2023-01-18,275.30841368826657,11.869788
2023-01-19,28.265520398878216,8.885808
2023-01-20,271.2995434379543,15.455739
2023-01-21,320.4467809127118,9.54838
2023-01-22,164.40221619010003,3.6358428
2023-01-23,271.9897818649083,9.560241
2023-01-24,286.0600330268371,12.616484
2023-01-25,82.68425518636921,8.207426
2023-01-26,249.3930162412699,18.78315
2023-01-27,278.24840714479603,9.67264
2023-01-28,243.33245961712333,9.475203
2023-01-29,221.64057111510655,11.121828
2023-01-30,244.45588913180706,5.842495
2023-01-31,311.7369066076386,7.318059
2023-02-01,9.798215430443234,5.9964743
2023-02-02,301.5757024813023,4.2175665
2023-02-03,300.4279574931734,13.225465
2023-02-04,309.2210030117698,10.218884
2023-02-05,216.86458865873183,14.904189
2023-02-06,299.74747940654333,12.257606
2023-02-07,51.24712107846994,7.796561
2023-02-08,271.30769868382333,9.09827
2023-02-09,163.42752087478254,9.497588
2023-02-10,259.8130230654471,17.500092
2023-02-11,322.90929291983855,9.429895
2023-02-12,122.85133411021775,6.8498187
2023-02-13,3.475454460805659,16.713184
2023-02-14,292.12486534940405,10.2486925
2023-02-15,199.33519502183924,13.851022
2023-02-16,242.26196406850724,13.46042
2023-02-17,235.96947471071456,21.485767
2023-02-18,311.8625991638397,10.773175
2023-02-19,224.96460561809832,8.220284
2023-02-20,232.37037482946806,14.540931
2023-02-21,283.26353501458044,7.577905
2023-02-22,35.9477193187894,8.618542
2023-02-23,244.82432319601588,11.648855
2023-02-24,302.77444849196377,13.74599
2023-02-25,57.16491308858488,7.7328734
2023-02-26,290.5433213867093,5.3934393
2023-02-27,9.580680735567498,8.878664
2023-02-28,347.6405020506161,12.398661
