datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2022 5:00:00 AM,1/1/2022 12:00:00 AM,RFC,MIDATL,PS,PS,3947.314,True
1/1/2022 6:00:00 AM,1/1/2022 1:00:00 AM,RFC,MIDATL,PS,PS,3792.466,True
1/1/2022 7:00:00 AM,1/1/2022 2:00:00 AM,RFC,MIDATL,PS,PS,3662.946,True
1/1/2022 8:00:00 AM,1/1/2022 3:00:00 AM,RFC,MIDATL,PS,PS,3583.171,True
1/1/2022 9:00:00 AM,1/1/2022 4:00:00 AM,RFC,MIDATL,PS,PS,3547.397,True
1/1/2022 10:00:00 AM,1/1/2022 5:00:00 AM,RFC,MIDATL,PS,PS,3573.206,True
1/1/2022 11:00:00 AM,1/1/2022 6:00:00 AM,RFC,MIDATL,PS,PS,3625.331,True
1/1/2022 12:00:00 PM,1/1/2022 7:00:00 AM,RFC,MIDATL,PS,PS,3665.309,True
1/1/2022 1:00:00 PM,1/1/2022 8:00:00 AM,RFC,MIDATL,PS,PS,3709.907,True
1/1/2022 2:00:00 PM,1/1/2022 9:00:00 AM,RFC,MIDATL,PS,PS,3832.301,True
1/1/2022 3:00:00 PM,1/1/2022 10:00:00 AM,RFC,MIDATL,PS,PS,3963.792,True
1/1/2022 4:00:00 PM,1/1/2022 11:00:00 AM,RFC,MIDATL,PS,PS,4067.418,True
1/1/2022 5:00:00 PM,1/1/2022 12:00:00 PM,RFC,MIDATL,PS,PS,4115.506,True
1/1/2022 6:00:00 PM,1/1/2022 1:00:00 PM,RFC,MIDATL,PS,PS,4141.504,True
1/1/2022 7:00:00 PM,1/1/2022 2:00:00 PM,RFC,MIDATL,PS,PS,4133.332,True
1/1/2022 8:00:00 PM,1/1/2022 3:00:00 PM,RFC,MIDATL,PS,PS,4181.282,True
1/1/2022 9:00:00 PM,1/1/2022 4:00:00 PM,RFC,MIDATL,PS,PS,4391.394,True
1/1/2022 10:00:00 PM,1/1/2022 5:00:00 PM,RFC,MIDATL,PS,PS,4620.812,True
1/1/2022 11:00:00 PM,1/1/2022 6:00:00 PM,RFC,MIDATL,PS,PS,4620.549,True
1/2/2022 12:00:00 AM,1/1/2022 7:00:00 PM,RFC,MIDATL,PS,PS,4539.912,True
1/2/2022 1:00:00 AM,1/1/2022 8:00:00 PM,RFC,MIDATL,PS,PS,4469.011,True
1/2/2022 2:00:00 AM,1/1/2022 9:00:00 PM,RFC,MIDATL,PS,PS,4356.459,True
1/2/2022 3:00:00 AM,1/1/2022 10:00:00 PM,RFC,MIDATL,PS,PS,4211.769,True
1/2/2022 4:00:00 AM,1/1/2022 11:00:00 PM,RFC,MIDATL,PS,PS,3997.266,True
1/2/2022 5:00:00 AM,1/2/2022 12:00:00 AM,RFC,MIDATL,PS,PS,3787.603,True
1/2/2022 6:00:00 AM,1/2/2022 1:00:00 AM,RFC,MIDATL,PS,PS,3656.455,True
1/2/2022 7:00:00 AM,1/2/2022 2:00:00 AM,RFC,MIDATL,PS,PS,3555.750,True
1/2/2022 8:00:00 AM,1/2/2022 3:00:00 AM,RFC,MIDATL,PS,PS,3506.309,True
1/2/2022 9:00:00 AM,1/2/2022 4:00:00 AM,RFC,MIDATL,PS,PS,3488.979,True
1/2/2022 10:00:00 AM,1/2/2022 5:00:00 AM,RFC,MIDATL,PS,PS,3533.004,True
1/2/2022 11:00:00 AM,1/2/2022 6:00:00 AM,RFC,MIDATL,PS,PS,3617.673,True
1/2/2022 12:00:00 PM,1/2/2022 7:00:00 AM,RFC,MIDATL,PS,PS,3693.600,True
1/2/2022 1:00:00 PM,1/2/2022 8:00:00 AM,RFC,MIDATL,PS,PS,3743.804,True
1/2/2022 2:00:00 PM,1/2/2022 9:00:00 AM,RFC,MIDATL,PS,PS,3837.035,True
1/2/2022 3:00:00 PM,1/2/2022 10:00:00 AM,RFC,MIDATL,PS,PS,3981.265,True
1/2/2022 4:00:00 PM,1/2/2022 11:00:00 AM,RFC,MIDATL,PS,PS,4062.917,True
1/2/2022 5:00:00 PM,1/2/2022 12:00:00 PM,RFC,MIDATL,PS,PS,4083.445,True
1/2/2022 6:00:00 PM,1/2/2022 1:00:00 PM,RFC,MIDATL,PS,PS,4025.752,True
1/2/2022 7:00:00 PM,1/2/2022 2:00:00 PM,RFC,MIDATL,PS,PS,4100.220,True
1/2/2022 8:00:00 PM,1/2/2022 3:00:00 PM,RFC,MIDATL,PS,PS,4171.502,True
1/2/2022 9:00:00 PM,1/2/2022 4:00:00 PM,RFC,MIDATL,PS,PS,4443.775,True
1/2/2022 10:00:00 PM,1/2/2022 5:00:00 PM,RFC,MIDATL,PS,PS,4743.787,True
1/2/2022 11:00:00 PM,1/2/2022 6:00:00 PM,RFC,MIDATL,PS,PS,4776.447,True
1/3/2022 12:00:00 AM,1/2/2022 7:00:00 PM,RFC,MIDATL,PS,PS,4763.556,True
1/3/2022 1:00:00 AM,1/2/2022 8:00:00 PM,RFC,MIDATL,PS,PS,4715.567,True
1/3/2022 2:00:00 AM,1/2/2022 9:00:00 PM,RFC,MIDATL,PS,PS,4589.063,True
1/3/2022 3:00:00 AM,1/2/2022 10:00:00 PM,RFC,MIDATL,PS,PS,4416.251,True
1/3/2022 4:00:00 AM,1/2/2022 11:00:00 PM,RFC,MIDATL,PS,PS,4185.220,True
1/3/2022 5:00:00 AM,1/3/2022 12:00:00 AM,RFC,MIDATL,PS,PS,4000.004,True
1/3/2022 6:00:00 AM,1/3/2022 1:00:00 AM,RFC,MIDATL,PS,PS,3901.648,True
1/3/2022 7:00:00 AM,1/3/2022 2:00:00 AM,RFC,MIDATL,PS,PS,3855.544,True
1/3/2022 8:00:00 AM,1/3/2022 3:00:00 AM,RFC,MIDATL,PS,PS,3881.562,True
1/3/2022 9:00:00 AM,1/3/2022 4:00:00 AM,RFC,MIDATL,PS,PS,3974.272,True
1/3/2022 10:00:00 AM,1/3/2022 5:00:00 AM,RFC,MIDATL,PS,PS,4173.039,True
1/3/2022 11:00:00 AM,1/3/2022 6:00:00 AM,RFC,MIDATL,PS,PS,4541.490,True
1/3/2022 12:00:00 PM,1/3/2022 7:00:00 AM,RFC,MIDATL,PS,PS,4895.898,True
1/3/2022 1:00:00 PM,1/3/2022 8:00:00 AM,RFC,MIDATL,PS,PS,5135.271,True
1/3/2022 2:00:00 PM,1/3/2022 9:00:00 AM,RFC,MIDATL,PS,PS,5332.577,True
1/3/2022 3:00:00 PM,1/3/2022 10:00:00 AM,RFC,MIDATL,PS,PS,5450.531,True
1/3/2022 4:00:00 PM,1/3/2022 11:00:00 AM,RFC,MIDATL,PS,PS,5526.744,True
1/3/2022 5:00:00 PM,1/3/2022 12:00:00 PM,RFC,MIDATL,PS,PS,5547.843,True
1/3/2022 6:00:00 PM,1/3/2022 1:00:00 PM,RFC,MIDATL,PS,PS,5586.130,True
1/3/2022 7:00:00 PM,1/3/2022 2:00:00 PM,RFC,MIDATL,PS,PS,5610.194,True
1/3/2022 8:00:00 PM,1/3/2022 3:00:00 PM,RFC,MIDATL,PS,PS,5653.222,True
1/3/2022 9:00:00 PM,1/3/2022 4:00:00 PM,RFC,MIDATL,PS,PS,5777.846,True
1/3/2022 10:00:00 PM,1/3/2022 5:00:00 PM,RFC,MIDATL,PS,PS,5992.526,True
1/3/2022 11:00:00 PM,1/3/2022 6:00:00 PM,RFC,MIDATL,PS,PS,5927.965,True
1/4/2022 12:00:00 AM,1/3/2022 7:00:00 PM,RFC,MIDATL,PS,PS,5824.820,True
1/4/2022 1:00:00 AM,1/3/2022 8:00:00 PM,RFC,MIDATL,PS,PS,5710.369,True
1/4/2022 2:00:00 AM,1/3/2022 9:00:00 PM,RFC,MIDATL,PS,PS,5502.301,True
1/4/2022 3:00:00 AM,1/3/2022 10:00:00 PM,RFC,MIDATL,PS,PS,5223.628,True
1/4/2022 4:00:00 AM,1/3/2022 11:00:00 PM,RFC,MIDATL,PS,PS,4957.588,True
1/4/2022 5:00:00 AM,1/4/2022 12:00:00 AM,RFC,MIDATL,PS,PS,4760.757,True
1/4/2022 6:00:00 AM,1/4/2022 1:00:00 AM,RFC,MIDATL,PS,PS,4657.004,True
1/4/2022 7:00:00 AM,1/4/2022 2:00:00 AM,RFC,MIDATL,PS,PS,4612.311,True
1/4/2022 8:00:00 AM,1/4/2022 3:00:00 AM,RFC,MIDATL,PS,PS,4604.371,True
1/4/2022 9:00:00 AM,1/4/2022 4:00:00 AM,RFC,MIDATL,PS,PS,4685.482,True
1/4/2022 10:00:00 AM,1/4/2022 5:00:00 AM,RFC,MIDATL,PS,PS,4885.064,True
1/4/2022 11:00:00 AM,1/4/2022 6:00:00 AM,RFC,MIDATL,PS,PS,5206.619,True
1/4/2022 12:00:00 PM,1/4/2022 7:00:00 AM,RFC,MIDATL,PS,PS,5486.749,True
1/4/2022 1:00:00 PM,1/4/2022 8:00:00 AM,RFC,MIDATL,PS,PS,5560.898,True
1/4/2022 2:00:00 PM,1/4/2022 9:00:00 AM,RFC,MIDATL,PS,PS,5438.069,True
1/4/2022 3:00:00 PM,1/4/2022 10:00:00 AM,RFC,MIDATL,PS,PS,5270.911,True
1/4/2022 4:00:00 PM,1/4/2022 11:00:00 AM,RFC,MIDATL,PS,PS,5139.677,True
