datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2021 5:00:00 AM,1/1/2021 12:00:00 AM,RFC,MIDATL,PS,PS,4372.675,True
1/1/2021 6:00:00 AM,1/1/2021 1:00:00 AM,RFC,MIDATL,PS,PS,4227.992,True
1/1/2021 7:00:00 AM,1/1/2021 2:00:00 AM,RFC,MIDATL,PS,PS,4127.424,True
1/1/2021 8:00:00 AM,1/1/2021 3:00:00 AM,RFC,MIDATL,PS,PS,4078.236,True
1/1/2021 9:00:00 AM,1/1/2021 4:00:00 AM,RFC,MIDATL,PS,PS,4093.322,True
1/1/2021 10:00:00 AM,1/1/2021 5:00:00 AM,RFC,MIDATL,PS,PS,4160.423,True
1/1/2021 11:00:00 AM,1/1/2021 6:00:00 AM,RFC,MIDATL,PS,PS,4261.044,True
1/1/2021 12:00:00 PM,1/1/2021 7:00:00 AM,RFC,MIDATL,PS,PS,4244.524,True
1/1/2021 1:00:00 PM,1/1/2021 8:00:00 AM,RFC,MIDATL,PS,PS,4185.010,True
1/1/2021 2:00:00 PM,1/1/2021 9:00:00 AM,RFC,MIDATL,PS,PS,4130.577,True
1/1/2021 3:00:00 PM,1/1/2021 10:00:00 AM,RFC,MIDATL,PS,PS,4233.425,True
1/1/2021 4:00:00 PM,1/1/2021 11:00:00 AM,RFC,MIDATL,PS,PS,4420.446,True
1/1/2021 5:00:00 PM,1/1/2021 12:00:00 PM,RFC,MIDATL,PS,PS,4491.988,True
1/1/2021 6:00:00 PM,1/1/2021 1:00:00 PM,RFC,MIDATL,PS,PS,4561.371,True
1/1/2021 7:00:00 PM,1/1/2021 2:00:00 PM,RFC,MIDATL,PS,PS,4642.042,True
1/1/2021 8:00:00 PM,1/1/2021 3:00:00 PM,RFC,MIDATL,PS,PS,4745.243,True
1/1/2021 9:00:00 PM,1/1/2021 4:00:00 PM,RFC,MIDATL,PS,PS,4997.572,True
