datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2021 5:00:00 AM,1/1/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2322.999,True
1/1/2021 6:00:00 AM,1/1/2021 1:00:00 AM,RFC,MIDATL,JC,JC,2213.070,True
1/1/2021 7:00:00 AM,1/1/2021 2:00:00 AM,RFC,MIDATL,JC,JC,2137.983,True
1/1/2021 8:00:00 AM,1/1/2021 3:00:00 AM,RFC,MIDATL,JC,JC,2122.298,True
1/1/2021 9:00:00 AM,1/1/2021 4:00:00 AM,RFC,MIDATL,JC,JC,2139.113,True
1/1/2021 10:00:00 AM,1/1/2021 5:00:00 AM,RFC,MIDATL,JC,JC,2204.824,True
1/1/2021 11:00:00 AM,1/1/2021 6:00:00 AM,RFC,MIDATL,JC,JC,2275.455,True
1/1/2021 12:00:00 PM,1/1/2021 7:00:00 AM,RFC,MIDATL,JC,JC,2307.684,True
1/1/2021 1:00:00 PM,1/1/2021 8:00:00 AM,RFC,MIDATL,JC,JC,2299.967,True
1/1/2021 2:00:00 PM,1/1/2021 9:00:00 AM,RFC,MIDATL,JC,JC,2245.743,True
1/1/2021 3:00:00 PM,1/1/2021 10:00:00 AM,RFC,MIDATL,JC,JC,2321.488,True
1/1/2021 4:00:00 PM,1/1/2021 11:00:00 AM,RFC,MIDATL,JC,JC,2446.355,True
1/1/2021 5:00:00 PM,1/1/2021 12:00:00 PM,RFC,MIDATL,JC,JC,2478.388,True
1/1/2021 6:00:00 PM,1/1/2021 1:00:00 PM,RFC,MIDATL,JC,JC,2524.458,True
1/1/2021 7:00:00 PM,1/1/2021 2:00:00 PM,RFC,MIDATL,JC,JC,2577.382,True
1/1/2021 8:00:00 PM,1/1/2021 3:00:00 PM,RFC,MIDATL,JC,JC,2649.614,True
1/1/2021 9:00:00 PM,1/1/2021 4:00:00 PM,RFC,MIDATL,JC,JC,2813.930,True
1/1/2021 10:00:00 PM,1/1/2021 5:00:00 PM,RFC,MIDATL,JC,JC,2954.470,True
1/1/2021 11:00:00 PM,1/1/2021 6:00:00 PM,RFC,MIDATL,JC,JC,2927.113,True
1/2/2021 12:00:00 AM,1/1/2021 7:00:00 PM,RFC,MIDATL,JC,JC,2847.685,True
1/2/2021 1:00:00 AM,1/1/2021 8:00:00 PM,RFC,MIDATL,JC,JC,2768.586,True
1/2/2021 2:00:00 AM,1/1/2021 9:00:00 PM,RFC,MIDATL,JC,JC,2636.571,True
1/2/2021 3:00:00 AM,1/1/2021 10:00:00 PM,RFC,MIDATL,JC,JC,2473.348,True
1/2/2021 4:00:00 AM,1/1/2021 11:00:00 PM,RFC,MIDATL,JC,JC,2292.353,True
1/2/2021 5:00:00 AM,1/2/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2138.930,True
1/2/2021 6:00:00 AM,1/2/2021 1:00:00 AM,RFC,MIDATL,JC,JC,2039.289,True
1/2/2021 7:00:00 AM,1/2/2021 2:00:00 AM,RFC,MIDATL,JC,JC,1984.103,True
1/2/2021 8:00:00 AM,1/2/2021 3:00:00 AM,RFC,MIDATL,JC,JC,1957.304,True
1/2/2021 9:00:00 AM,1/2/2021 4:00:00 AM,RFC,MIDATL,JC,JC,1957.363,True
1/2/2021 10:00:00 AM,1/2/2021 5:00:00 AM,RFC,MIDATL,JC,JC,2001.061,True
1/2/2021 11:00:00 AM,1/2/2021 6:00:00 AM,RFC,MIDATL,JC,JC,2091.520,True
1/2/2021 12:00:00 PM,1/2/2021 7:00:00 AM,RFC,MIDATL,JC,JC,2171.814,True
1/2/2021 1:00:00 PM,1/2/2021 8:00:00 AM,RFC,MIDATL,JC,JC,2200.866,True
1/2/2021 2:00:00 PM,1/2/2021 9:00:00 AM,RFC,MIDATL,JC,JC,2144.253,True
1/2/2021 3:00:00 PM,1/2/2021 10:00:00 AM,RFC,MIDATL,JC,JC,2118.072,True
1/2/2021 4:00:00 PM,1/2/2021 11:00:00 AM,RFC,MIDATL,JC,JC,2156.697,True
1/2/2021 5:00:00 PM,1/2/2021 12:00:00 PM,RFC,MIDATL,JC,JC,2126.849,True
1/2/2021 6:00:00 PM,1/2/2021 1:00:00 PM,RFC,MIDATL,JC,JC,2141.903,True
1/2/2021 7:00:00 PM,1/2/2021 2:00:00 PM,RFC,MIDATL,JC,JC,2143.205,True
1/2/2021 8:00:00 PM,1/2/2021 3:00:00 PM,RFC,MIDATL,JC,JC,2254.510,True
1/2/2021 9:00:00 PM,1/2/2021 4:00:00 PM,RFC,MIDATL,JC,JC,2475.857,True
1/2/2021 10:00:00 PM,1/2/2021 5:00:00 PM,RFC,MIDATL,JC,JC,2748.621,True
1/2/2021 11:00:00 PM,1/2/2021 6:00:00 PM,RFC,MIDATL,JC,JC,2779.400,True
1/3/2021 12:00:00 AM,1/2/2021 7:00:00 PM,RFC,MIDATL,JC,JC,2744.986,True
1/3/2021 1:00:00 AM,1/2/2021 8:00:00 PM,RFC,MIDATL,JC,JC,2682.000,True
1/3/2021 2:00:00 AM,1/2/2021 9:00:00 PM,RFC,MIDATL,JC,JC,2596.889,True
1/3/2021 3:00:00 AM,1/2/2021 10:00:00 PM,RFC,MIDATL,JC,JC,2467.884,True
1/3/2021 4:00:00 AM,1/2/2021 11:00:00 PM,RFC,MIDATL,JC,JC,2325.409,True
1/3/2021 5:00:00 AM,1/3/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2177.684,True
1/3/2021 6:00:00 AM,1/3/2021 1:00:00 AM,RFC,MIDATL,JC,JC,2093.465,True
1/3/2021 7:00:00 AM,1/3/2021 2:00:00 AM,RFC,MIDATL,JC,JC,2051.742,True
1/3/2021 8:00:00 AM,1/3/2021 3:00:00 AM,RFC,MIDATL,JC,JC,2029.165,True
1/3/2021 9:00:00 AM,1/3/2021 4:00:00 AM,RFC,MIDATL,JC,JC,2035.959,True
1/3/2021 10:00:00 AM,1/3/2021 5:00:00 AM,RFC,MIDATL,JC,JC,2081.626,True
1/3/2021 11:00:00 AM,1/3/2021 6:00:00 AM,RFC,MIDATL,JC,JC,2141.643,True
1/3/2021 12:00:00 PM,1/3/2021 7:00:00 AM,RFC,MIDATL,JC,JC,2225.796,True
1/3/2021 1:00:00 PM,1/3/2021 8:00:00 AM,RFC,MIDATL,JC,JC,2325.859,True
1/3/2021 2:00:00 PM,1/3/2021 9:00:00 AM,RFC,MIDATL,JC,JC,2494.664,True
1/3/2021 3:00:00 PM,1/3/2021 10:00:00 AM,RFC,MIDATL,JC,JC,2554.716,True
1/3/2021 4:00:00 PM,1/3/2021 11:00:00 AM,RFC,MIDATL,JC,JC,2663.556,True
1/3/2021 5:00:00 PM,1/3/2021 12:00:00 PM,RFC,MIDATL,JC,JC,2720.124,True
1/3/2021 6:00:00 PM,1/3/2021 1:00:00 PM,RFC,MIDATL,JC,JC,2739.410,True
1/3/2021 7:00:00 PM,1/3/2021 2:00:00 PM,RFC,MIDATL,JC,JC,2753.387,True
1/3/2021 8:00:00 PM,1/3/2021 3:00:00 PM,RFC,MIDATL,JC,JC,2778.701,True
1/3/2021 9:00:00 PM,1/3/2021 4:00:00 PM,RFC,MIDATL,JC,JC,2913.202,True
1/3/2021 10:00:00 PM,1/3/2021 5:00:00 PM,RFC,MIDATL,JC,JC,3057.218,True
1/3/2021 11:00:00 PM,1/3/2021 6:00:00 PM,RFC,MIDATL,JC,JC,3010.245,True
1/4/2021 12:00:00 AM,1/3/2021 7:00:00 PM,RFC,MIDATL,JC,JC,2935.644,True
1/4/2021 1:00:00 AM,1/3/2021 8:00:00 PM,RFC,MIDATL,JC,JC,2828.429,True
1/4/2021 2:00:00 AM,1/3/2021 9:00:00 PM,RFC,MIDATL,JC,JC,2680.160,True
1/4/2021 3:00:00 AM,1/3/2021 10:00:00 PM,RFC,MIDATL,JC,JC,2508.638,True
1/4/2021 4:00:00 AM,1/3/2021 11:00:00 PM,RFC,MIDATL,JC,JC,2311.853,True
1/4/2021 5:00:00 AM,1/4/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2174.476,True
1/4/2021 6:00:00 AM,1/4/2021 1:00:00 AM,RFC,MIDATL,JC,JC,2097.792,True
1/4/2021 7:00:00 AM,1/4/2021 2:00:00 AM,RFC,MIDATL,JC,JC,2063.868,True
1/4/2021 8:00:00 AM,1/4/2021 3:00:00 AM,RFC,MIDATL,JC,JC,2058.395,True
1/4/2021 9:00:00 AM,1/4/2021 4:00:00 AM,RFC,MIDATL,JC,JC,2113.057,True
1/4/2021 10:00:00 AM,1/4/2021 5:00:00 AM,RFC,MIDATL,JC,JC,2235.225,True
1/4/2021 11:00:00 AM,1/4/2021 6:00:00 AM,RFC,MIDATL,JC,JC,2439.522,True
1/4/2021 12:00:00 PM,1/4/2021 7:00:00 AM,RFC,MIDATL,JC,JC,2623.271,True
1/4/2021 1:00:00 PM,1/4/2021 8:00:00 AM,RFC,MIDATL,JC,JC,2714.868,True
1/4/2021 2:00:00 PM,1/4/2021 9:00:00 AM,RFC,MIDATL,JC,JC,2693.359,True
1/4/2021 3:00:00 PM,1/4/2021 10:00:00 AM,RFC,MIDATL,JC,JC,2646.824,True
1/4/2021 4:00:00 PM,1/4/2021 11:00:00 AM,RFC,MIDATL,JC,JC,2578.731,True
1/4/2021 5:00:00 PM,1/4/2021 12:00:00 PM,RFC,MIDATL,JC,JC,2545.458,True
1/4/2021 6:00:00 PM,1/4/2021 1:00:00 PM,RFC,MIDATL,JC,JC,2595.026,True
1/4/2021 7:00:00 PM,1/4/2021 2:00:00 PM,RFC,MIDATL,JC,JC,2681.764,True
1/4/2021 8:00:00 PM,1/4/2021 3:00:00 PM,RFC,MIDATL,JC,JC,2747.414,True
1/4/2021 9:00:00 PM,1/4/2021 4:00:00 PM,RFC,MIDATL,JC,JC,2902.662,True
1/4/2021 10:00:00 PM,1/4/2021 5:00:00 PM,RFC,MIDATL,JC,JC,3093.076,True
1/4/2021 11:00:00 PM,1/4/2021 6:00:00 PM,RFC,MIDATL,JC,JC,3072.466,True
1/5/2021 12:00:00 AM,1/4/2021 7:00:00 PM,RFC,MIDATL,JC,JC,2946.164,True
1/5/2021 1:00:00 AM,1/4/2021 8:00:00 PM,RFC,MIDATL,JC,JC,2827.802,True
1/5/2021 2:00:00 AM,1/4/2021 9:00:00 PM,RFC,MIDATL,JC,JC,2705.516,True
1/5/2021 3:00:00 AM,1/4/2021 10:00:00 PM,RFC,MIDATL,JC,JC,2510.209,True
1/5/2021 4:00:00 AM,1/4/2021 11:00:00 PM,RFC,MIDATL,JC,JC,2323.853,True
1/5/2021 5:00:00 AM,1/5/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2156.138,True
1/5/2021 6:00:00 AM,1/5/2021 1:00:00 AM,RFC,MIDATL,JC,JC,2078.287,True
1/5/2021 7:00:00 AM,1/5/2021 2:00:00 AM,RFC,MIDATL,JC,JC,2031.349,True
1/5/2021 8:00:00 AM,1/5/2021 3:00:00 AM,RFC,MIDATL,JC,JC,2055.190,True
1/5/2021 9:00:00 AM,1/5/2021 4:00:00 AM,RFC,MIDATL,JC,JC,2102.449,True
1/5/2021 10:00:00 AM,1/5/2021 5:00:00 AM,RFC,MIDATL,JC,JC,2226.286,True
1/5/2021 11:00:00 AM,1/5/2021 6:00:00 AM,RFC,MIDATL,JC,JC,2425.912,True
1/5/2021 12:00:00 PM,1/5/2021 7:00:00 AM,RFC,MIDATL,JC,JC,2624.675,True
1/5/2021 1:00:00 PM,1/5/2021 8:00:00 AM,RFC,MIDATL,JC,JC,2724.432,True
1/5/2021 2:00:00 PM,1/5/2021 9:00:00 AM,RFC,MIDATL,JC,JC,2753.311,True
1/5/2021 3:00:00 PM,1/5/2021 10:00:00 AM,RFC,MIDATL,JC,JC,2747.275,True
1/5/2021 4:00:00 PM,1/5/2021 11:00:00 AM,RFC,MIDATL,JC,JC,2732.594,True
1/5/2021 5:00:00 PM,1/5/2021 12:00:00 PM,RFC,MIDATL,JC,JC,2723.701,True
1/5/2021 6:00:00 PM,1/5/2021 1:00:00 PM,RFC,MIDATL,JC,JC,2735.833,True
1/5/2021 7:00:00 PM,1/5/2021 2:00:00 PM,RFC,MIDATL,JC,JC,2770.220,True
1/5/2021 8:00:00 PM,1/5/2021 3:00:00 PM,RFC,MIDATL,JC,JC,2785.514,True
1/5/2021 9:00:00 PM,1/5/2021 4:00:00 PM,RFC,MIDATL,JC,JC,2923.283,True
1/5/2021 10:00:00 PM,1/5/2021 5:00:00 PM,RFC,MIDATL,JC,JC,3117.107,True
1/5/2021 11:00:00 PM,1/5/2021 6:00:00 PM,RFC,MIDATL,JC,JC,3098.761,True
1/6/2021 12:00:00 AM,1/5/2021 7:00:00 PM,RFC,MIDATL,JC,JC,3015.563,True
1/6/2021 1:00:00 AM,1/5/2021 8:00:00 PM,RFC,MIDATL,JC,JC,2913.207,True
1/6/2021 2:00:00 AM,1/5/2021 9:00:00 PM,RFC,MIDATL,JC,JC,2740.061,True
