datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2023 5:00:00 AM,1/1/2023 12:00:00 AM,RFC,MIDATL,AE,AECO,872.800,True
1/1/2023 5:00:00 AM,1/1/2023 12:00:00 AM,RFC,MIDATL,AE,VMEU,63.856,True
1/1/2023 6:00:00 AM,1/1/2023 1:00:00 AM,RFC,MIDATL,AE,AECO,837.773,True
1/1/2023 6:00:00 AM,1/1/2023 1:00:00 AM,RFC,MIDATL,AE,VMEU,62.807,True
1/1/2023 7:00:00 AM,1/1/2023 2:00:00 AM,RFC,MIDATL,AE,AECO,806.782,True
1/1/2023 7:00:00 AM,1/1/2023 2:00:00 AM,RFC,MIDATL,AE,VMEU,60.962,True
1/1/2023 8:00:00 AM,1/1/2023 3:00:00 AM,RFC,MIDATL,AE,AECO,784.825,True
1/1/2023 8:00:00 AM,1/1/2023 3:00:00 AM,RFC,MIDATL,AE,VMEU,60.184,True
1/1/2023 9:00:00 AM,1/1/2023 4:00:00 AM,RFC,MIDATL,AE,AECO,781.564,True
1/1/2023 9:00:00 AM,1/1/2023 4:00:00 AM,RFC,MIDATL,AE,VMEU,59.841,True
1/1/2023 10:00:00 AM,1/1/2023 5:00:00 AM,RFC,MIDATL,AE,AECO,790.924,True
1/1/2023 10:00:00 AM,1/1/2023 5:00:00 AM,RFC,MIDATL,AE,VMEU,60.066,True
1/1/2023 11:00:00 AM,1/1/2023 6:00:00 AM,RFC,MIDATL,AE,AECO,808.494,True
1/1/2023 11:00:00 AM,1/1/2023 6:00:00 AM,RFC,MIDATL,AE,VMEU,60.578,True
1/1/2023 12:00:00 PM,1/1/2023 7:00:00 AM,RFC,MIDATL,AE,AECO,818.344,True
1/1/2023 12:00:00 PM,1/1/2023 7:00:00 AM,RFC,MIDATL,AE,VMEU,60.749,True
1/1/2023 1:00:00 PM,1/1/2023 8:00:00 AM,RFC,MIDATL,AE,AECO,794.272,True
1/1/2023 1:00:00 PM,1/1/2023 8:00:00 AM,RFC,MIDATL,AE,VMEU,56.972,True
1/1/2023 2:00:00 PM,1/1/2023 9:00:00 AM,RFC,MIDATL,AE,AECO,730.320,True
1/1/2023 2:00:00 PM,1/1/2023 9:00:00 AM,RFC,MIDATL,AE,VMEU,50.137,True
1/1/2023 3:00:00 PM,1/1/2023 10:00:00 AM,RFC,MIDATL,AE,AECO,675.236,True
1/1/2023 3:00:00 PM,1/1/2023 10:00:00 AM,RFC,MIDATL,AE,VMEU,45.867,True
1/1/2023 4:00:00 PM,1/1/2023 11:00:00 AM,RFC,MIDATL,AE,AECO,648.864,True
1/1/2023 4:00:00 PM,1/1/2023 11:00:00 AM,RFC,MIDATL,AE,VMEU,44.112,True
1/1/2023 5:00:00 PM,1/1/2023 12:00:00 PM,RFC,MIDATL,AE,AECO,654.906,True
1/1/2023 5:00:00 PM,1/1/2023 12:00:00 PM,RFC,MIDATL,AE,VMEU,44.923,True
1/1/2023 6:00:00 PM,1/1/2023 1:00:00 PM,RFC,MIDATL,AE,AECO,689.222,True
