datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2023 5:00:00 AM,1/1/2023 12:00:00 AM,RFC,MIDATL,JC,JC,2030.992,True
1/1/2023 6:00:00 AM,1/1/2023 1:00:00 AM,RFC,MIDATL,JC,JC,1922.373,True
1/1/2023 7:00:00 AM,1/1/2023 2:00:00 AM,RFC,MIDATL,JC,JC,1842.208,True
1/1/2023 8:00:00 AM,1/1/2023 3:00:00 AM,RFC,MIDATL,JC,JC,1806.369,True
1/1/2023 9:00:00 AM,1/1/2023 4:00:00 AM,RFC,MIDATL,JC,JC,1791.937,True
1/1/2023 10:00:00 AM,1/1/2023 5:00:00 AM,RFC,MIDATL,JC,JC,1818.209,True
1/1/2023 11:00:00 AM,1/1/2023 6:00:00 AM,RFC,MIDATL,JC,JC,1859.712,True
1/1/2023 12:00:00 PM,1/1/2023 7:00:00 AM,RFC,MIDATL,JC,JC,1898.804,True
1/1/2023 1:00:00 PM,1/1/2023 8:00:00 AM,RFC,MIDATL,JC,JC,1867.364,True
1/1/2023 2:00:00 PM,1/1/2023 9:00:00 AM,RFC,MIDATL,JC,JC,1792.123,True
1/1/2023 3:00:00 PM,1/1/2023 10:00:00 AM,RFC,MIDATL,JC,JC,1753.914,True
1/1/2023 4:00:00 PM,1/1/2023 11:00:00 AM,RFC,MIDATL,JC,JC,1683.623,True
1/1/2023 5:00:00 PM,1/1/2023 12:00:00 PM,RFC,MIDATL,JC,JC,1692.194,True
1/1/2023 6:00:00 PM,1/1/2023 1:00:00 PM,RFC,MIDATL,JC,JC,1757.844,True
1/1/2023 7:00:00 PM,1/1/2023 2:00:00 PM,RFC,MIDATL,JC,JC,1913.870,True
1/1/2023 8:00:00 PM,1/1/2023 3:00:00 PM,RFC,MIDATL,JC,JC,2042.616,True
1/1/2023 9:00:00 PM,1/1/2023 4:00:00 PM,RFC,MIDATL,JC,JC,2273.140,True
1/1/2023 10:00:00 PM,1/1/2023 5:00:00 PM,RFC,MIDATL,JC,JC,2517.613,True
1/1/2023 11:00:00 PM,1/1/2023 6:00:00 PM,RFC,MIDATL,JC,JC,2547.721,True
1/2/2023 12:00:00 AM,1/1/2023 7:00:00 PM,RFC,MIDATL,JC,JC,2522.839,True
1/2/2023 1:00:00 AM,1/1/2023 8:00:00 PM,RFC,MIDATL,JC,JC,2477.204,True
1/2/2023 2:00:00 AM,1/1/2023 9:00:00 PM,RFC,MIDATL,JC,JC,2388.400,True
1/2/2023 3:00:00 AM,1/1/2023 10:00:00 PM,RFC,MIDATL,JC,JC,2259.100,True
1/2/2023 4:00:00 AM,1/1/2023 11:00:00 PM,RFC,MIDATL,JC,JC,2119.587,True
1/2/2023 5:00:00 AM,1/2/2023 12:00:00 AM,RFC,MIDATL,JC,JC,1997.414,True
1/2/2023 6:00:00 AM,1/2/2023 1:00:00 AM,RFC,MIDATL,JC,JC,1931.673,True
1/2/2023 7:00:00 AM,1/2/2023 2:00:00 AM,RFC,MIDATL,JC,JC,1903.150,True
1/2/2023 8:00:00 AM,1/2/2023 3:00:00 AM,RFC,MIDATL,JC,JC,1899.770,True
1/2/2023 9:00:00 AM,1/2/2023 4:00:00 AM,RFC,MIDATL,JC,JC,1939.708,True
1/2/2023 10:00:00 AM,1/2/2023 5:00:00 AM,RFC,MIDATL,JC,JC,2012.599,True
