datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2020 5:00:00 AM,1/1/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,136.728,False
1/1/2020 6:00:00 AM,1/1/2020 1:00:00 AM,RFC,MIDATL,RECO,RECO,128.858,False
1/1/2020 7:00:00 AM,1/1/2020 2:00:00 AM,RFC,MIDATL,RECO,RECO,123.674,False
1/1/2020 8:00:00 AM,1/1/2020 3:00:00 AM,RFC,MIDATL,RECO,RECO,121.248,False
1/1/2020 9:00:00 AM,1/1/2020 4:00:00 AM,RFC,MIDATL,RECO,RECO,121.354,False
1/1/2020 10:00:00 AM,1/1/2020 5:00:00 AM,RFC,MIDATL,RECO,RECO,125.152,False
1/1/2020 11:00:00 AM,1/1/2020 6:00:00 AM,RFC,MIDATL,RECO,RECO,129.520,False
1/1/2020 12:00:00 PM,1/1/2020 7:00:00 AM,RFC,MIDATL,RECO,RECO,130.792,False
1/1/2020 1:00:00 PM,1/1/2020 8:00:00 AM,RFC,MIDATL,RECO,RECO,131.675,False
1/1/2020 2:00:00 PM,1/1/2020 9:00:00 AM,RFC,MIDATL,RECO,RECO,135.240,False
1/1/2020 3:00:00 PM,1/1/2020 10:00:00 AM,RFC,MIDATL,RECO,RECO,135.424,False
1/1/2020 4:00:00 PM,1/1/2020 11:00:00 AM,RFC,MIDATL,RECO,RECO,141.601,False
1/1/2020 5:00:00 PM,1/1/2020 12:00:00 PM,RFC,MIDATL,RECO,RECO,144.136,False
1/1/2020 6:00:00 PM,1/1/2020 1:00:00 PM,RFC,MIDATL,RECO,RECO,146.885,False
1/1/2020 7:00:00 PM,1/1/2020 2:00:00 PM,RFC,MIDATL,RECO,RECO,148.500,False
1/1/2020 8:00:00 PM,1/1/2020 3:00:00 PM,RFC,MIDATL,RECO,RECO,151.928,False
1/1/2020 9:00:00 PM,1/1/2020 4:00:00 PM,RFC,MIDATL,RECO,RECO,162.746,False
1/1/2020 10:00:00 PM,1/1/2020 5:00:00 PM,RFC,MIDATL,RECO,RECO,174.966,False
1/1/2020 11:00:00 PM,1/1/2020 6:00:00 PM,RFC,MIDATL,RECO,RECO,174.174,False
1/2/2020 12:00:00 AM,1/1/2020 7:00:00 PM,RFC,MIDATL,RECO,RECO,170.686,False
1/2/2020 1:00:00 AM,1/1/2020 8:00:00 PM,RFC,MIDATL,RECO,RECO,166.064,False
1/2/2020 2:00:00 AM,1/1/2020 9:00:00 PM,RFC,MIDATL,RECO,RECO,159.144,False
1/2/2020 3:00:00 AM,1/1/2020 10:00:00 PM,RFC,MIDATL,RECO,RECO,148.184,False
1/2/2020 4:00:00 AM,1/1/2020 11:00:00 PM,RFC,MIDATL,RECO,RECO,135.928,False
1/2/2020 5:00:00 AM,1/2/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,128.462,False
1/2/2020 6:00:00 AM,1/2/2020 1:00:00 AM,RFC,MIDATL,RECO,RECO,124.422,False
1/2/2020 7:00:00 AM,1/2/2020 2:00:00 AM,RFC,MIDATL,RECO,RECO,123.484,False
1/2/2020 8:00:00 AM,1/2/2020 3:00:00 AM,RFC,MIDATL,RECO,RECO,123.639,False
1/2/2020 9:00:00 AM,1/2/2020 4:00:00 AM,RFC,MIDATL,RECO,RECO,127.288,False
1/2/2020 10:00:00 AM,1/2/2020 5:00:00 AM,RFC,MIDATL,RECO,RECO,135.970,False
1/2/2020 11:00:00 AM,1/2/2020 6:00:00 AM,RFC,MIDATL,RECO,RECO,150.715,False
1/2/2020 12:00:00 PM,1/2/2020 7:00:00 AM,RFC,MIDATL,RECO,RECO,164.099,False
1/2/2020 1:00:00 PM,1/2/2020 8:00:00 AM,RFC,MIDATL,RECO,RECO,166.556,False
1/2/2020 2:00:00 PM,1/2/2020 9:00:00 AM,RFC,MIDATL,RECO,RECO,164.773,False
1/2/2020 3:00:00 PM,1/2/2020 10:00:00 AM,RFC,MIDATL,RECO,RECO,161.088,False
1/2/2020 4:00:00 PM,1/2/2020 11:00:00 AM,RFC,MIDATL,RECO,RECO,158.137,False
1/2/2020 5:00:00 PM,1/2/2020 12:00:00 PM,RFC,MIDATL,RECO,RECO,156.605,False
1/2/2020 6:00:00 PM,1/2/2020 1:00:00 PM,RFC,MIDATL,RECO,RECO,159.364,False
1/2/2020 7:00:00 PM,1/2/2020 2:00:00 PM,RFC,MIDATL,RECO,RECO,159.904,False
1/2/2020 8:00:00 PM,1/2/2020 3:00:00 PM,RFC,MIDATL,RECO,RECO,161.356,False
1/2/2020 9:00:00 PM,1/2/2020 4:00:00 PM,RFC,MIDATL,RECO,RECO,171.296,False
1/2/2020 10:00:00 PM,1/2/2020 5:00:00 PM,RFC,MIDATL,RECO,RECO,184.917,False
1/2/2020 11:00:00 PM,1/2/2020 6:00:00 PM,RFC,MIDATL,RECO,RECO,184.890,False
1/3/2020 12:00:00 AM,1/2/2020 7:00:00 PM,RFC,MIDATL,RECO,RECO,179.682,False
1/3/2020 1:00:00 AM,1/2/2020 8:00:00 PM,RFC,MIDATL,RECO,RECO,173.687,False
1/3/2020 2:00:00 AM,1/2/2020 9:00:00 PM,RFC,MIDATL,RECO,RECO,164.477,False
1/3/2020 3:00:00 AM,1/2/2020 10:00:00 PM,RFC,MIDATL,RECO,RECO,150.599,False
1/3/2020 4:00:00 AM,1/2/2020 11:00:00 PM,RFC,MIDATL,RECO,RECO,136.160,False
1/3/2020 5:00:00 AM,1/3/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,125.474,False
1/3/2020 6:00:00 AM,1/3/2020 1:00:00 AM,RFC,MIDATL,RECO,RECO,119.644,False
1/3/2020 7:00:00 AM,1/3/2020 2:00:00 AM,RFC,MIDATL,RECO,RECO,117.115,False
1/3/2020 8:00:00 AM,1/3/2020 3:00:00 AM,RFC,MIDATL,RECO,RECO,116.426,False
1/3/2020 9:00:00 AM,1/3/2020 4:00:00 AM,RFC,MIDATL,RECO,RECO,119.642,False
1/3/2020 10:00:00 AM,1/3/2020 5:00:00 AM,RFC,MIDATL,RECO,RECO,127.687,False
1/3/2020 11:00:00 AM,1/3/2020 6:00:00 AM,RFC,MIDATL,RECO,RECO,141.143,False
1/3/2020 12:00:00 PM,1/3/2020 7:00:00 AM,RFC,MIDATL,RECO,RECO,155.676,False
1/3/2020 1:00:00 PM,1/3/2020 8:00:00 AM,RFC,MIDATL,RECO,RECO,161.725,False
1/3/2020 2:00:00 PM,1/3/2020 9:00:00 AM,RFC,MIDATL,RECO,RECO,165.279,False
1/3/2020 3:00:00 PM,1/3/2020 10:00:00 AM,RFC,MIDATL,RECO,RECO,165.933,False
1/3/2020 4:00:00 PM,1/3/2020 11:00:00 AM,RFC,MIDATL,RECO,RECO,165.262,False
1/3/2020 5:00:00 PM,1/3/2020 12:00:00 PM,RFC,MIDATL,RECO,RECO,164.190,False
