datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2021 5:00:00 AM,1/1/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,141.176,False
1/1/2021 6:00:00 AM,1/1/2021 1:00:00 AM,RFC,MIDATL,RECO,RECO,133.433,False
1/1/2021 7:00:00 AM,1/1/2021 2:00:00 AM,RFC,MIDATL,RECO,RECO,128.826,False
1/1/2021 8:00:00 AM,1/1/2021 3:00:00 AM,RFC,MIDATL,RECO,RECO,126.697,False
1/1/2021 9:00:00 AM,1/1/2021 4:00:00 AM,RFC,MIDATL,RECO,RECO,126.628,False
1/1/2021 10:00:00 AM,1/1/2021 5:00:00 AM,RFC,MIDATL,RECO,RECO,130.047,False
1/1/2021 11:00:00 AM,1/1/2021 6:00:00 AM,RFC,MIDATL,RECO,RECO,133.899,False
1/1/2021 12:00:00 PM,1/1/2021 7:00:00 AM,RFC,MIDATL,RECO,RECO,134.441,False
1/1/2021 1:00:00 PM,1/1/2021 8:00:00 AM,RFC,MIDATL,RECO,RECO,134.669,False
1/1/2021 2:00:00 PM,1/1/2021 9:00:00 AM,RFC,MIDATL,RECO,RECO,133.119,False
1/1/2021 3:00:00 PM,1/1/2021 10:00:00 AM,RFC,MIDATL,RECO,RECO,135.646,False
1/1/2021 4:00:00 PM,1/1/2021 11:00:00 AM,RFC,MIDATL,RECO,RECO,141.736,False
1/1/2021 5:00:00 PM,1/1/2021 12:00:00 PM,RFC,MIDATL,RECO,RECO,143.968,False
1/1/2021 6:00:00 PM,1/1/2021 1:00:00 PM,RFC,MIDATL,RECO,RECO,144.823,False
1/1/2021 7:00:00 PM,1/1/2021 2:00:00 PM,RFC,MIDATL,RECO,RECO,148.983,False
1/1/2021 8:00:00 PM,1/1/2021 3:00:00 PM,RFC,MIDATL,RECO,RECO,153.034,False
1/1/2021 9:00:00 PM,1/1/2021 4:00:00 PM,RFC,MIDATL,RECO,RECO,165.474,False
1/1/2021 10:00:00 PM,1/1/2021 5:00:00 PM,RFC,MIDATL,RECO,RECO,176.827,False
1/1/2021 11:00:00 PM,1/1/2021 6:00:00 PM,RFC,MIDATL,RECO,RECO,175.983,False
1/2/2021 12:00:00 AM,1/1/2021 7:00:00 PM,RFC,MIDATL,RECO,RECO,171.875,False
1/2/2021 1:00:00 AM,1/1/2021 8:00:00 PM,RFC,MIDATL,RECO,RECO,167.250,False
1/2/2021 2:00:00 AM,1/1/2021 9:00:00 PM,RFC,MIDATL,RECO,RECO,160.904,False
1/2/2021 3:00:00 AM,1/1/2021 10:00:00 PM,RFC,MIDATL,RECO,RECO,151.113,False
1/2/2021 4:00:00 AM,1/1/2021 11:00:00 PM,RFC,MIDATL,RECO,RECO,140.553,False
1/2/2021 5:00:00 AM,1/2/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,130.874,False
1/2/2021 6:00:00 AM,1/2/2021 1:00:00 AM,RFC,MIDATL,RECO,RECO,124.567,False
1/2/2021 7:00:00 AM,1/2/2021 2:00:00 AM,RFC,MIDATL,RECO,RECO,121.010,False
1/2/2021 8:00:00 AM,1/2/2021 3:00:00 AM,RFC,MIDATL,RECO,RECO,119.685,False
1/2/2021 9:00:00 AM,1/2/2021 4:00:00 AM,RFC,MIDATL,RECO,RECO,119.619,False
1/2/2021 10:00:00 AM,1/2/2021 5:00:00 AM,RFC,MIDATL,RECO,RECO,121.432,False
1/2/2021 11:00:00 AM,1/2/2021 6:00:00 AM,RFC,MIDATL,RECO,RECO,125.554,False
1/2/2021 12:00:00 PM,1/2/2021 7:00:00 AM,RFC,MIDATL,RECO,RECO,128.260,False
1/2/2021 1:00:00 PM,1/2/2021 8:00:00 AM,RFC,MIDATL,RECO,RECO,129.981,False
1/2/2021 2:00:00 PM,1/2/2021 9:00:00 AM,RFC,MIDATL,RECO,RECO,130.940,False
1/2/2021 3:00:00 PM,1/2/2021 10:00:00 AM,RFC,MIDATL,RECO,RECO,130.474,False
1/2/2021 4:00:00 PM,1/2/2021 11:00:00 AM,RFC,MIDATL,RECO,RECO,131.880,False
1/2/2021 5:00:00 PM,1/2/2021 12:00:00 PM,RFC,MIDATL,RECO,RECO,131.752,False
1/2/2021 6:00:00 PM,1/2/2021 1:00:00 PM,RFC,MIDATL,RECO,RECO,131.797,False
1/2/2021 7:00:00 PM,1/2/2021 2:00:00 PM,RFC,MIDATL,RECO,RECO,131.831,False
1/2/2021 8:00:00 PM,1/2/2021 3:00:00 PM,RFC,MIDATL,RECO,RECO,136.655,False
1/2/2021 9:00:00 PM,1/2/2021 4:00:00 PM,RFC,MIDATL,RECO,RECO,149.636,False
1/2/2021 10:00:00 PM,1/2/2021 5:00:00 PM,RFC,MIDATL,RECO,RECO,167.238,False
1/2/2021 11:00:00 PM,1/2/2021 6:00:00 PM,RFC,MIDATL,RECO,RECO,168.475,False
1/3/2021 12:00:00 AM,1/2/2021 7:00:00 PM,RFC,MIDATL,RECO,RECO,165.631,False
1/3/2021 1:00:00 AM,1/2/2021 8:00:00 PM,RFC,MIDATL,RECO,RECO,162.319,False
1/3/2021 2:00:00 AM,1/2/2021 9:00:00 PM,RFC,MIDATL,RECO,RECO,157.455,False
1/3/2021 3:00:00 AM,1/2/2021 10:00:00 PM,RFC,MIDATL,RECO,RECO,149.596,False
1/3/2021 4:00:00 AM,1/2/2021 11:00:00 PM,RFC,MIDATL,RECO,RECO,140.346,False
1/3/2021 5:00:00 AM,1/3/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,130.981,False
1/3/2021 6:00:00 AM,1/3/2021 1:00:00 AM,RFC,MIDATL,RECO,RECO,125.150,False
1/3/2021 7:00:00 AM,1/3/2021 2:00:00 AM,RFC,MIDATL,RECO,RECO,122.582,False
1/3/2021 8:00:00 AM,1/3/2021 3:00:00 AM,RFC,MIDATL,RECO,RECO,121.232,False
1/3/2021 9:00:00 AM,1/3/2021 4:00:00 AM,RFC,MIDATL,RECO,RECO,121.532,False
1/3/2021 10:00:00 AM,1/3/2021 5:00:00 AM,RFC,MIDATL,RECO,RECO,123.435,False
1/3/2021 11:00:00 AM,1/3/2021 6:00:00 AM,RFC,MIDATL,RECO,RECO,125.766,False
1/3/2021 12:00:00 PM,1/3/2021 7:00:00 AM,RFC,MIDATL,RECO,RECO,128.656,False
1/3/2021 1:00:00 PM,1/3/2021 8:00:00 AM,RFC,MIDATL,RECO,RECO,132.613,False
1/3/2021 2:00:00 PM,1/3/2021 9:00:00 AM,RFC,MIDATL,RECO,RECO,139.716,False
1/3/2021 3:00:00 PM,1/3/2021 10:00:00 AM,RFC,MIDATL,RECO,RECO,147.357,False
1/3/2021 4:00:00 PM,1/3/2021 11:00:00 AM,RFC,MIDATL,RECO,RECO,149.691,False
1/3/2021 5:00:00 PM,1/3/2021 12:00:00 PM,RFC,MIDATL,RECO,RECO,152.354,False
1/3/2021 6:00:00 PM,1/3/2021 1:00:00 PM,RFC,MIDATL,RECO,RECO,155.243,False
1/3/2021 7:00:00 PM,1/3/2021 2:00:00 PM,RFC,MIDATL,RECO,RECO,156.513,False
1/3/2021 8:00:00 PM,1/3/2021 3:00:00 PM,RFC,MIDATL,RECO,RECO,158.343,False
1/3/2021 9:00:00 PM,1/3/2021 4:00:00 PM,RFC,MIDATL,RECO,RECO,167.920,False
1/3/2021 10:00:00 PM,1/3/2021 5:00:00 PM,RFC,MIDATL,RECO,RECO,178.063,False
1/3/2021 11:00:00 PM,1/3/2021 6:00:00 PM,RFC,MIDATL,RECO,RECO,177.195,False
1/4/2021 12:00:00 AM,1/3/2021 7:00:00 PM,RFC,MIDATL,RECO,RECO,173.246,False
1/4/2021 1:00:00 AM,1/3/2021 8:00:00 PM,RFC,MIDATL,RECO,RECO,167.308,False
1/4/2021 2:00:00 AM,1/3/2021 9:00:00 PM,RFC,MIDATL,RECO,RECO,159.324,False
1/4/2021 3:00:00 AM,1/3/2021 10:00:00 PM,RFC,MIDATL,RECO,RECO,148.863,False
1/4/2021 4:00:00 AM,1/3/2021 11:00:00 PM,RFC,MIDATL,RECO,RECO,137.449,False
1/4/2021 5:00:00 AM,1/4/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,128.147,False
1/4/2021 6:00:00 AM,1/4/2021 1:00:00 AM,RFC,MIDATL,RECO,RECO,123.708,False
1/4/2021 7:00:00 AM,1/4/2021 2:00:00 AM,RFC,MIDATL,RECO,RECO,121.640,False
1/4/2021 8:00:00 AM,1/4/2021 3:00:00 AM,RFC,MIDATL,RECO,RECO,121.758,False
1/4/2021 9:00:00 AM,1/4/2021 4:00:00 AM,RFC,MIDATL,RECO,RECO,123.986,False
1/4/2021 10:00:00 AM,1/4/2021 5:00:00 AM,RFC,MIDATL,RECO,RECO,130.400,False
1/4/2021 11:00:00 AM,1/4/2021 6:00:00 AM,RFC,MIDATL,RECO,RECO,142.143,False
1/4/2021 12:00:00 PM,1/4/2021 7:00:00 AM,RFC,MIDATL,RECO,RECO,156.405,False
1/4/2021 1:00:00 PM,1/4/2021 8:00:00 AM,RFC,MIDATL,RECO,RECO,165.943,False
1/4/2021 2:00:00 PM,1/4/2021 9:00:00 AM,RFC,MIDATL,RECO,RECO,167.954,False
1/4/2021 3:00:00 PM,1/4/2021 10:00:00 AM,RFC,MIDATL,RECO,RECO,162.934,False
1/4/2021 4:00:00 PM,1/4/2021 11:00:00 AM,RFC,MIDATL,RECO,RECO,158.886,False
1/4/2021 5:00:00 PM,1/4/2021 12:00:00 PM,RFC,MIDATL,RECO,RECO,160.340,False
1/4/2021 6:00:00 PM,1/4/2021 1:00:00 PM,RFC,MIDATL,RECO,RECO,166.065,False
1/4/2021 7:00:00 PM,1/4/2021 2:00:00 PM,RFC,MIDATL,RECO,RECO,167.095,False
1/4/2021 8:00:00 PM,1/4/2021 3:00:00 PM,RFC,MIDATL,RECO,RECO,166.661,False
1/4/2021 9:00:00 PM,1/4/2021 4:00:00 PM,RFC,MIDATL,RECO,RECO,173.253,False
1/4/2021 10:00:00 PM,1/4/2021 5:00:00 PM,RFC,MIDATL,RECO,RECO,187.242,False
1/4/2021 11:00:00 PM,1/4/2021 6:00:00 PM,RFC,MIDATL,RECO,RECO,186.251,False
1/5/2021 12:00:00 AM,1/4/2021 7:00:00 PM,RFC,MIDATL,RECO,RECO,179.515,False
